ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z
268, 4, 0, 56, 77, 100, 0, 0, 0, 31
269, 4, 0, 55, 76, 100, 0, 0, 0, 32
270, 4, 0, 58, 79, 100, 0, 0, 0, 29
271, 4, 0, 57, 77, 100, 0, 0, 0, 31
272, 4, 0, 55, 78, 100, 0, 0, 0, 31
273, 4, 0, 56, 75, 100, 0, 0, 0, 32
274, 4, 0, 57, 80, 100, 0, 0, 0, 29
275, 4, 0, 57, 76, 100, 0, 0, 0, 32
276, 4, 0, 58, 79, 100, 0, 0, 0, 29
277, 4, 0, 56, 80, 100, 0, 0, 0, 31
278, 4, 0, 56, 78, 100, 0, 0, 0, 34
279, 4, 0, 59, 85, 100, 0, 0, 0, 32
280, 4, 0, 58, 84, 100, 0, 0, 0, 37
281, 4, 0, 56, 80, 100, 0, 0, 0, 41
282, 4, 0, 57, 80, 100, 0, 0, 0, 39
283, 4, 0, 56, 88, 100, 0, 0, 0, 39
284, 4, 0, 58, 77, 100, 0, 0, 0, 45
285, 4, 0, 57, 79, 100, 0, 0, 0, 40
286, 4, 0, 56, 76, 100, 0, 0, 0, 38
287, 4, 0, 57, 84, 100, 0, 0, 0, 35
288, 4, 0, 57, 83, 100, 0, 0, 0, 39
289, 4, 0, 57, 84, 100, 0, 0, 0, 41
290, 4, 0, 57, 83, 100, 0, 0, 0, 43
291, 4, 0, 56, 77, 100, 0, 0, 0, 44
292, 4, 0, 56, 77, 100, 0, 0, 0, 40
293, 4, 0, 56, 81, 100, 0, 0, 0, 37
294, 4, 0, 56, 77, 100, 0, 0, 0, 38
295, 4, 0, 56, 78, 100, 0, 0, 0, 36
296, 4, 0, 58, 73, 100, 0, 0, 0, 34
297, 4, 0, 57, 82, 100, 0, 0, 0, 29
298, 4, 0, 55, 80, 100, 0, 0, 0, 34
299, 4, 0, 57, 77, 100, 0, 0, 0, 35
300, 4, 0, 56, 78, 100, 0, 0, 0, 34
301, 4, 0, 56, 74, 100, 0, 0, 0, 34
302, 4, 0, 58, 79, 100, 0, 0, 0, 29
303, 4, 0, 57, 78, 100, 0, 0, 0, 31
304, 4, 0, 60, 78, 100, 0, 0, 0, 29
305, 4, 0, 59, 80, 100, 0, 0, 0, 28
306, 4, 0, 55, 76, 100, 0, 0, 0, 32
307, 4, 0, 58, 79, 100, 0, 0, 0, 30
308, 4, 0, 57, 77, 100, 0, 0, 0, 31
309, 4, 0, 58, 77, 100, 0, 0, 0, 30
310, 4, 0, 56, 73, 100, 0, 0, 0, 30
311, 4, 0, 56, 74, 100, 0, 0, 0, 27
312, 4, 0, 55, 72, 100, 0, 0, 0, 26
313, 4, 0, 56, 78, 100, 0, 0, 0, 24
314, 4, 0, 54, 76, 100, 0, 0, 0, 28
315, 4, 0, 57, 78, 100, 0, 0, 0, 27
316, 4, 0, 56, 75, 100, 0, 0, 0, 29
317, 4, 0, 58, 80, 100, 0, 0, 0, 27
318, 4, 0, 60, 75, 100, 0, 0, 0, 28
319, 4, 0, 56, 77, 100, 0, 0, 0, 27
320, 4, 0, 57, 77, 100, 0, 0, 0, 28
321, 4, 0, 57, 78, 100, 0, 0, 0, 28
322, 4, 0, 56, 73, 100, 0, 0, 0, 30
323, 4, 0, 58, 81, 100, 0, 0, 0, 26
324, 4, 0, 56, 77, 100, 0, 0, 0, 31
325, 4, 0, 57, 75, 100, 0, 0, 0, 30
326, 4, 0, 58, 82, 100, 0, 0, 0, 27
327, 4, 0, 55, 85, 100, 0, 0, 0, 33
328, 4, 0, 56, 80, 100, 0, 0, 0, 39
329, 4, 0, 56, 73, 100, 0, 0, 0, 39
330, 4, 0, 55, 85, 100, 0, 0, 0, 34
331, 4, 0, 57, 77, 100, 0, 0, 0, 39
332, 4, 0, 57, 79, 100, 0, 0, 0, 36
