2025-01-03 18:56:46 , INFO , ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z
2025-01-03 18:57:48 , INFO , 230, 1, 0, 74, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:48 , INFO , 231, 1, 0, 72, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:48 , INFO , 232, 1, 0, 76, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:49 , INFO , 233, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:49 , INFO , 234, 1, 0, 74, 123, 100, 0, 0, 0, 80
2025-01-03 18:57:49 , INFO , 235, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:49 , INFO , 236, 1, 0, 74, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:50 , INFO , 237, 1, 0, 72, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:50 , INFO , 238, 1, 0, 73, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:50 , INFO , 239, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:51 , INFO , 240, 1, 0, 74, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:51 , INFO , 241, 1, 0, 72, 134, 100, 0, 0, 0, 80
2025-01-03 18:57:51 , INFO , 242, 1, 0, 73, 135, 100, 0, 0, 0, 80
2025-01-03 18:57:52 , INFO , 243, 1, 0, 76, 137, 100, 0, 0, 0, 80
2025-01-03 18:57:53 , INFO , 244, 1, 0, 75, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:53 , INFO , 245, 1, 0, 75, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:53 , INFO , 246, 1, 0, 73, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:54 , INFO , 247, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:54 , INFO , 248, 1, 0, 72, 137, 100, 0, 0, 0, 80
2025-01-03 18:57:55 , INFO , 249, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:55 , INFO , 250, 1, 0, 74, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:56 , INFO , 251, 1, 0, 74, 131, 100, 0, 0, 0, 80
2025-01-03 18:57:56 , INFO , 252, 1, 0, 75, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:57 , INFO , 253, 1, 0, 73, 132, 100, 0, 0, 0, 80
2025-01-03 18:57:57 , INFO , 254, 1, 0, 73, 133, 100, 0, 0, 0, 80
2025-01-03 18:57:57 , INFO , 255, 1, 0, 74, 135, 100, 0, 0, 0, 80
2025-01-03 18:57:57 , INFO , 256, 1, 0, 73, 134, 100, 0, 0, 0, 80
2025-01-03 18:57:58 , INFO , 257, 1, 0, 75, 133, 100, 0, 0, 0, 80
